FID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,lat,long
"1894",Namur,BEL-NAM,Namur,BE,Belgium,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,50.4649980244,4.8680013504
"1895",Mons,BEL-HAI,Hainaut,BE,Belgium,Provincial capital,,"0",,"0","0",,50.4459990109,3.9390033932
"1896",Reims,FRA-CHA,Champagne-Ardenne,FR,France,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,49.2380010656,4.0300023609
"1897",Dijon,FRA-BOR,Bourgogne,FR,France,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,47.3180040508,5.0360043326
"1898",Clermont-Ferrand,FRA-AVR,Auvergne,FR,France,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,45.7839989946,3.0909962830
"1899",Lyon,FRA-RHA,Rhone-Alpes,FR,France,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,45.7469999926,4.8549963206
"1900",Europoort,NLD-ZHL,Zuid-Holland,NL,Netherlands,Other,,"0",,"31085","0",,51.9499980737,4.1333043767
"1901",'s-Hertogenbosch,NLD-NBR,Noord-Brabant,NL,Netherlands,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,51.6833370435,5.3166603158
"1902",Middelburg,NLD-ZLN,Zeeland,NL,Netherlands,Provincial capital,,"0",,"31200","0",,51.5019960783,3.6099993733
"1903",Bruges,BEL-WVL,West-Vlaanderen,BE,Belgium,Provincial capital,,"5","100,000 to 249,999","31290","0",UN_Data_2010_2020,51.2099999965,3.2200023791
"1904",Antwerpen,BEL-ANT,Antwerpen,BE,Belgium,Provincial capital,,"3","500,000 to 999,999","31250","1",UN_Data_2010_2020,51.2070029219,4.4260024402
"1905",Gent,BEL-OVL,Oost-Vlaanderen,BE,Belgium,Provincial capital,,"5","100,000 to 249,999","31270","0",UN_Data_2010_2020,51.0479999339,3.7359992932
"1906",Hasselt,BEL-LMB,Limburg,BE,Belgium,Provincial capital,,"0",,"0","0",,50.9640030763,5.4839973918
"1907",Lille,FRA-NPC,Nord-Pas-de-Calais,FR,France,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,50.6320019818,3.0629974408
"1908",Brussels,BEL-BRS,Bruxelles-Brussel,BE,Belgium,National capital and provincial capital enclave,,"2","1,000,000 to 4,999,999","31260","0",UN_Data_2010_2020,50.8370039660,4.3679974390
"1909",Haarlem,NLD-NHL,Noord-Holland,NL,Netherlands,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,52.3870020250,4.6320032839
"1910",Amsterdam,NLD-NHL,Noord-Holland,NL,Netherlands,National capital,,"3","500,000 to 999,999","31060","0",UN_Data_2010_2020,52.3730429819,4.8948393247
"1911",Utrecht,NLD-UTR,Utrecht,NL,Netherlands,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,52.1000010674,5.1120003863
"1912",The Hague,NLD-ZHL,Zuid-Holland,NL,Netherlands,Provincial capital,,"0",,"0","0",,52.0759979936,4.2810033414
"1913",Rotterdam,NLD-ZHL,Zuid-Holland,NL,Netherlands,Other,,"3","500,000 to 999,999","31140","0",UN_Data_2010_2020,51.9255900614,4.4851504371
"1914",Groningen,NLD-GRN,Groningen,NL,Netherlands,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,53.2189979293,6.5750043476
"1915",Leeuwarden,NLD-FRS,Friesland,NL,Netherlands,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,53.1990000565,5.7870002883
"1916",Assen,NLD-DRN,Drenthe,NL,Netherlands,Provincial capital,,"0",,"0","0",,53.0000009920,6.5500024145
"1917",Zwolle,NLD-OVR,Overijssel,NL,Netherlands,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,52.5239999889,6.0969963588
"1918",Arnhem,NLD-GLD,Gelderland,NL,Netherlands,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,51.9879959350,5.9229993929
"1919",Duisburg,DEU-NWS,Nordrhein-Westfalen,GM,Germany,Other,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,51.4893329378,6.7752993147
"1920",Dusseldorf,DEU-NWS,Nordrhein-Westfalen,GM,Germany,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,51.2409960787,6.7979973843
"1921",Maastricht,NLD-LMB,Limburg,NL,Netherlands,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,50.8529969688,5.6770023073
"1922",Dortmund,DEU-NWS,Nordrhein-Westfalen,GM,Germany,Other,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,51.5138129355,7.4664183180
"1923",Essen,DEU-NWS,Nordrhein-Westfalen,GM,Germany,Other,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,51.3540450820,7.1224383579
"1924",Cologne,DEU-NWS,Nordrhein-Westfalen,GM,Germany,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,50.9423490431,6.9348694152
"1925",Bonn,DEU-NWS,Nordrhein-Westfalen,GM,Germany,Other,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,50.7345570043,7.0998213752
"1926",Besancon,FRA-FRC,Franche-Comte,FR,France,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,47.2480019808,6.0180033961
"1927",Neuchatel,CHE-NCH,Neuchatel,SZ,Switzerland,Provincial capital,,"0",,"0","1",,46.9989990499,6.9229984449
"1928",Fribourg,CHE-FRB,Fribourg,SZ,Switzerland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,46.7999999854,7.1499963516
"1929",Lausanne,CHE-VAU,Vaud,SZ,Switzerland,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,46.5249959311,6.6230013936
"1930",Sion,CHE-VAL,Valais,SZ,Switzerland,Provincial capital,,"0",,"0","0",,46.2390029345,7.3539993110
"1931",Geneva,CHE-GEN,Geneve,SZ,Switzerland,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,46.2020039325,6.1340042969
"1932",Aosta,ITA-VDA,Valle d'Aosta,IT,Italy,Provincial capital,,"0",,"0","0",,45.7370009734,7.3150024248
"1933",Turin,ITA-PMN,Piemonte,IT,Italy,Other,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,45.0748710665,7.6664253435
"1934",Basel,CHE-BST,Basel-Stadt,SZ,Switzerland,Provincial capital,,"0",,"0","0",,47.5470000072,7.5760024245
"1935",Liestal,CHE-BLN,Basel-Landschaft,SZ,Switzerland,Provincial capital,,"0",,"0","0",,47.4830010224,7.7370032967
"1936",Aarau,CHE-AAR,Aargau,SZ,Switzerland,Provincial capital,,"0",,"0","0",,47.3900040050,8.0340034389
"1937",Delemont,CHE-JUR,Jura,SZ,Switzerland,Provincial capital,,"0",,"0","0",,47.3699970307,7.3449993167
"1938",Solothurn,CHE-SLT,Solothurn,SZ,Switzerland,Provincial capital,,"0",,"0","1",,47.2120020036,7.5369964367
"1939",Luzern,CHE-LZR,Luzern,SZ,Switzerland,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,47.0580030760,8.3030044080
"1940",Stans,CHE-NDW,Nidwalden,SZ,Switzerland,Provincial capital,,"0",,"0","0",,46.9500029791,8.3833023749
"1941",Bern,CHE-BER,Bern,SZ,Switzerland,National and provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,46.9479959933,7.4459973035
"1942",Sarnen,CHE-OBW,Obwalden,SZ,Switzerland,Provincial capital,,"0",,"0","0",,46.8989999225,8.2430013571
"1943",Wiesbaden,DEU-HSS,Hessen,GM,Germany,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,50.0740020054,8.2410033074
"1944",Mainz,DEU-RPF,Rheinland-Pfalz,GM,Germany,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,50.0020020511,8.2490044423
"1945",Diekirch,LUX-DKR,Diekirch,LU,Luxembourg,Provincial capital,,"0",,"0","1",,49.8833009535,6.1667013857
"1946",Grevenmacher,LUX-GRV,Grevenmacher,LU,Luxembourg,Provincial capital,,"0",,"0","1",,49.6999980140,6.3333004046
"1947",Arlon,BEL-LXM,Luxembourg,BE,Belgium,Provincial capital,,"0",,"0","0",,49.6833030296,5.8167003026
"1948",Luxembourg,LUX-LXM,Luxembourg,LU,Luxembourg,National and provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,49.6080000215,6.1200004077
"1949",Saarbrucken,DEU-SRL,Saarland,GM,Germany,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,49.2720029931,7.0450024309
"1950",Nancy,FRA-LOR,Lorraine,FR,France,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,48.6860040090,6.1779963073
"1951",Strasbourg,FRA-ALS,Alsace,FR,France,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,48.5829990363,7.7679993789
"1952",Hermansverk,NOR-SOF,Sogn Og Fjordane,NO,Norway,Provincial capital,,"0",,"0","0",,61.1832960165,6.8499993003
"1953",Vossavangen,NOR-HRD,Hordaland,NO,Norway,Provincial capital,,"0",,"0","0",,60.6300030573,6.4410032928
"1954",Stavanger,NOR-RGL,Rogaland,NO,Norway,Provincial capital,,"0",,"23480","0",,58.9733459810,5.6959743468
"1955",Kristiansand,NOR-VAG,Vest-Agder,NO,Norway,Provincial capital,,"0",,"23550","0",,58.2010019713,7.9280013918
"1956",Biltine,TCD-BLT,Biltine,CD,Chad,Provincial capital,,"0",,"0","1",,14.5340009423,20.9230023832
"1957",Walbrzych,POL-WLB,Walbrzych,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,50.7490020729,16.2870033248
"1958",Usti Nad Labem,CZE-SVC,Severocesky,EZ,Czech Republic,Provincial capital,,"6","50,000 to 99,999","0","0",UN_Data_2010_2020,50.6629980640,14.0810043772
"1959",Gdynia,POL-GDN,Gdansk,PL,Poland,Other,,"5","100,000 to 249,999","28740","0",UN_Data_2010_2020,54.5333040665,18.5499993127
"1960",Kaliningrad,RUS-KNG,Kaliningradskaya oblast',RS,Russia,Provincial capital,,"4","250,000 to 499,999","28690","0",UN_Data_2010_2020,54.7080030141,20.5029993956
"1961",Slupsk,POL-SLP,Slupsk,PL,Poland,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,54.4619969923,17.0330043218
"1962",Gdansk,POL-GDN,Gdansk,PL,Poland,Provincial capital,,"4","250,000 to 499,999","28710","1",UN_Data_2010_2020,54.3660030659,18.6249963415
"1963",Elblag,POL-ELB,Elblag,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,54.1590030320,19.4049994314
"1964",Olsztyn,POL-OLS,Olsztyn,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,53.7779969305,20.4920013516
"1965",Bydgoszcz,POL-BYD,Bydgoszcz,PL,Poland,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,53.1119970227,18.0289983383
"1966",Torun,POL-TOR,Torun,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,53.0109990359,18.6110013885
"1967",Wloclawek,POL-WLC,Wloclawek,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,52.6470029998,19.0670043532
"1968",Poznan,POL-PZN,Poznan,PL,Poland,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,52.3960020193,16.8869974275
"1969",Konin,POL-KON,Konin,PL,Poland,Provincial capital,,"0",,"0","1",,52.2000000293,18.2520003111
"1970",Kalisz,POL-KLS,Kalisz,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,51.7580009537,18.0829983040
"1971",Wroclaw,POL-WRC,Wroclaw,PL,Poland,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,51.1219979379,17.0379994460
"1972",Opole,POL-OPO,Opole,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,50.6700000086,17.9280003515
"1973",Lodz,POL-LOD,Lodz,PL,Poland,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,51.7779989920,19.4760003608
"1974",Sieradz,POL-SRD,Sieradz,PL,Poland,Provincial capital,,"0",,"0","1",,51.5960010567,18.7329964384
"1975",Czestochowa,POL-CZS,Czestochowa,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,50.8100039832,19.1189973331
"1976",Lomza,POL-LOM,Lomza,PL,Poland,Provincial capital,,"0",,"0","1",,53.1720000736,22.0809962968
"1977",Ostroleca,POL-OST,Ostroleka,PL,Poland,Provincial capital,,"0",,"0","0",,53.0800020811,21.5679962918
"1978",Ciechanow,POL-CCH,Ciechanow,PL,Poland,Provincial capital,,"0",,"0","1",,52.8820020415,20.6219973710
"1979",Plock,POL-PLC,Plock,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,52.5449970520,19.6920003890
"1980",Warsaw,POL-WRS,Warszawa,PL,Poland,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,52.2449460531,21.0118773681
"1981",Siedlce,POL-SDL,Siedlce,PL,Poland,Provincial capital,,"0",,"0","1",,52.1679959861,22.2789963365
"1982",Skierniewice,POL-SKR,Skierniewice,PL,Poland,Provincial capital,,"0",,"0","1",,51.9599969273,20.1420004340
"1983",Piotrkow Trybunalski,POL-PTR,Piotrkow,PL,Poland,Provincial capital,,"0",,"0","0",,51.4089990610,19.6910013641
"1984",Radom,POL-RAD,Radom,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,51.3960029673,21.1580014249
"1985",Kielce,POL-KIE,Kielce,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,50.8730039432,20.6319963901
"1986",Katowice,POL-KTW,Katowice,PL,Poland,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,50.2666650316,18.9999993577
"1987",Bielsko-Biala,POL-BLS,Bielsko,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,49.8210029752,19.0530002986
"1988",Ostrava,CZE-SVM,Severomoravsky,EZ,Czech Republic,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,49.8189959894,18.2619993302
"1989",Banska Bystrica,SVK-STR,Stredoslovensky,LO,Slovakia,Provincial capital,,"0",,"0","0",,48.7199970003,19.1500023515
"1990",Bratislava,SVK-BRS,Bratislava,LO,Slovakia,National capital and provincial capital enclave,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,48.1499999550,17.1299974386
"1991",Gyor,HUN-GSP,Gyor-Moson-Sopron,HU,Hungary,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,47.6780039875,17.6380023193
"1992",Tatabanya,HUN-KMR,Komarom-Esztergom,HU,Hungary,Provincial capital,,"0",,"0","0",,47.5499970818,18.4329993871
"1993",Budapest,HUN-BDP,Budapest,HU,Hungary,National capital and provincial capital enclave,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,47.5149959640,19.0940043361
"1994",Szekesfehervar,HUN-FEJ,Fejer,HU,Hungary,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,47.1909960044,18.4100044397
"1995",Veszprem,HUN-VSZ,Veszprem,HU,Hungary,Provincial capital,,"0",,"0","1",,47.0909970425,17.9109993878
"1996",Kaposvar,HUN-SMG,Somogy,HU,Hungary,Provincial capital,,"0",,"0","0",,46.3609979844,17.7939992966
"1997",Szekszard,HUN-TOL,Tolna,HU,Hungary,Provincial capital,,"0",,"0","0",,46.3439970207,18.7129984001
"1998",Pecs,HUN-BRN,Baranya,HU,Hungary,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,46.0749960516,18.2250003282
"1999",Tarnobrzeg,POL-TRN,Tarnobrzeg,PL,Poland,Provincial capital,,"0",,"0","1",,50.5809989252,21.6800014242
"2000",Krakow,POL-KRK,Krakow,PL,Poland,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,50.0619960004,19.9449994192
"2001",Rzeszow,POL-RZS,Rzeszow,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,50.0439960119,22.0159982871
"2002",Tarnow,POL-TRW,Tarnow,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,50.0069970099,20.9930042878
"2003",Krosno,POL-KRS,Krosno,PL,Poland,Provincial capital,,"0",,"0","1",,49.6909980197,21.7549982875
"2004",Nowy Sacz,POL-NSA,Nowy Sacz,PL,Poland,Provincial capital,,"0",,"0","1",,49.6230029355,20.7019982946
"2005",Salgotarjan,HUN-NGR,Nograd,HU,Hungary,Provincial capital,,"0",,"0","0",,48.1049999836,19.8260014438
"2006",Miskolc,HUN-BAZ,Borsod-Abauj-Zemplen,HU,Hungary,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,48.1049999836,20.7999993724
"2007",Eger,HUN-HEV,Heves,HU,Hungary,Provincial capital,,"0",,"0","0",,47.8950030406,20.3830023954
"2008",Kosice,SVK-VYC,Vychodoslovensky,LO,Slovakia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,48.6999989620,21.2499994174
"2009",Nyiregyhaza,HUN-SSZ,Szabolcs-Szatmar-Bereg,HU,Hungary,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,47.9570039757,21.7220043210
"2010",Uzhhorod,UKR-ZKP,Zakarpats'ka,UP,Ukraine,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,48.6219959225,22.3110003797
"2011",Debrecen,HUN-HBI,Hajdu-Bihar,HU,Hungary,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,47.5319969277,21.6410043725
"2012",Szolnok,HUN-SZL,Jasz-Nagykun-Szolnok,HU,Hungary,Provincial capital,,"0",,"0","0",,47.1699989413,20.1879994303
"2013",Oradea,ROM-BIH,Bihor,RO,Romania,Provincial capital,,"0",,"0","0",,47.0580030760,21.9420002832
"2014",Kecskemet,HUN-BKS,Bacs-Kiskun,HU,Hungary,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,46.9060020326,19.6929994138
"2015",Bekescsaba,HUN-BEK,Bekes,HU,Hungary,Provincial capital,,"0",,"0","0",,46.6720020158,21.1010043847
"2016",Szeged,HUN-CSN,Csongrad,HU,Hungary,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,46.2560040637,20.1570033480
"2017",Arad,ROM-ARA,Arad,RO,Romania,Provincial capital,,"0",,"0","1",,46.1899979275,21.3260044072
"2018",Timisoara,ROM-TIM,Timis,RO,Romania,Provincial capital,,"0",,"0","0",,45.7559999869,21.2380023486
"2019",Resita,ROM-CSV,Caras-Severin,RO,Romania,Provincial capital,,"0",,"0","0",,45.2909970278,21.8919964169
"2020",Longyearbyen,SJM,Svalbard and Jan Mayen,SV,Svalbard,National and provincial capital,,"0",,"20570","0",,78.2000010314,15.6600003033
"2021",Tromso,NOR-TRM,Troms,NO,Norway,Provincial capital,,"0",,"21310","0",,69.6670019669,18.9540003615
"2022",Narvik,NOR-NRD,Nordland,NO,Norway,Other,,"0",,"22030","0",,68.3499959638,17.2999983050
"2023",Vadso,NOR-FNN,Finnmark,NO,Norway,Provincial capital,,"0",,"20690","0",,70.0820010597,29.7510033748
"2024",Murmansk,RUS-MRM,Murmanskaya oblast',RS,Russia,Provincial capital,,"4","250,000 to 499,999","62950","0",UN_Data_2010_2020,68.9640030572,33.0859983689
"2025",Hammerfest,NOR-FNN,Finnmark,NO,Norway,Other,,"0",,"20920","0",,70.6770000381,23.7079983704
"2026",Vitsyebsk,BLR-VTB,Vitebsk,BO,Belarus,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,55.1979989702,30.2210012926
"2027",Smolensk,RUS-SML,Smolenskaya oblast',RS,Russia,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,54.7890029626,32.0370034115
"2028",Mahilyow,BLR-MGL,Mogilev,BO,Belarus,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,53.9109989605,30.3419973176
"2029",Homyel',BLR-GML,Gomel',BO,Belarus,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,52.4439990653,30.9799983832
"2030",Chernihiv,UKR-CHH,Chernigov,UP,Ukraine,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,51.5040030642,31.3119993122
"2031",Mykolayiv,UKR-MKL,Nikolayev,UP,Ukraine,Provincial capital,,"0",,"0","0",,46.9666979636,32.0000044096
"2032",Kherson,UKR-KRN,Kherson,UP,Ukraine,Provincial capital,,"4","250,000 to 499,999","43680","1",UN_Data_2010_2020,46.5380009609,32.5410034223
"2033",Minsk,BLR-MNS,Minsk,BO,Belarus,National and provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,53.8999380327,27.5755593299
"2034",Kovel',UKR-VLY,Volyn,UP,Ukraine,Provincial capital,,"0",,"0","0",,50.7333329217,25.3333353474
"2035",Rivne,UKR-RVN,Rovno,UP,Ukraine,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,50.6666969548,26.1666993051
"2036",L'viv,UKR-LVV,L'viv,UP,Ukraine,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,49.8373110588,24.0345183152
"2037",Przemysl,POL-PRZ,Przemysl,PL,Poland,Provincial capital,,"0",,"0","1",,49.7899979568,22.7790004133
"2038",Ternopil',UKR-TRN,Ternopl',UP,Ukraine,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,49.5510029813,25.6040014131
"2039",Khmel'nyts'kyz,UKR-KML,Khmel'nitskiy,UP,Ukraine,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,49.4170019264,26.9990013541
"2040",Ivano-frankivs'k,UKR-IVF,Ivano-Frankovsk,UP,Ukraine,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,48.9166650620,24.7166642981
"2041",Chernivtsi,UKR-CHV,Chernovtsy,UP,Ukraine,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,48.2820029602,25.9450023364
"2042",Satu Mare,ROM-SMA,Satu Mare,RO,Romania,Provincial capital,,"0",,"0","1",,47.7919980680,22.8850022949
"2043",Baia Mare,ROM-MRM,Maramures,RO,Romania,Provincial capital,,"0",,"0","0",,47.6540010792,23.5909984447
"2044",Zalau,ROM-SAL,Salaj,RO,Romania,Provincial capital,,"0",,"0","0",,47.1750030017,23.0630042964
"2045",Cluj-Napoca,ROM-CLU,Cluj,RO,Romania,Provincial capital,,"0",,"0","0",,46.7769959365,23.5999984390
"2046",Alba Lulia,ROM-ALB,Alba,RO,Romania,Provincial capital,,"0",,"0","0",,46.0770030374,23.5800004008
"2047",Deva,ROM-HND,Hunedoara,RO,Romania,Provincial capital,,"0",,"0","0",,45.8833229487,22.9166733850
"2048",Sibiu,ROM-SIB,Sibiu,RO,Romania,Provincial capital,,"0",,"0","1",,45.7869960691,24.1430044375
"2049",Rimnicu Vilcea,ROM-VIL,Vilcea,RO,Romania,Provincial capital,,"0",,"0","0",,45.1099979519,24.3829984379
"2050",Targu Jiu,ROM-GOR,Gorj,RO,Romania,Provincial capital,,"0",,"0","0",,45.0449999422,23.2740004297
"2051",Bistrita,ROM-BNA,Bistrita-Nasaud,RO,Romania,Provincial capital,,"0",,"0","0",,47.1380039997,24.5130033934
"2052",Targu-Mures,ROM-MUR,Mures,RO,Romania,Provincial capital,,"0",,"0","0",,46.5429959197,24.5670033591
"2053",Botosani,ROM-BTS,Botosani,RO,Romania,Provincial capital,,"0",,"0","1",,47.7459990717,26.6670004250
"2054",Suceava,ROM-SUC,Suceava,RO,Romania,Provincial capital,,"0",,"0","1",,47.6499960437,26.3166663888
"2055",Iasi,ROM-IAS,Iasi,RO,Romania,Provincial capital,,"0",,"0","1",,47.1699989413,27.5840013133
"2056",Piatra-Neamt,ROM-NEA,Neamt,RO,Romania,Provincial capital,,"0",,"0","0",,46.9400039600,26.3829963765
"2057",Vaslui,ROM-VAS,Vaslui,RO,Romania,Provincial capital,,"0",,"0","1",,46.6333289811,27.7333384008
"2058",Bacau,ROM-BAC,Bacau,RO,Romania,Provincial capital,,"0",,"0","1",,46.5710040290,26.9250033501
"2059",Miercurea-Cuic,ROM-HRG,Harghita,RO,Romania,Provincial capital,,"0",,"0","0",,46.3609979844,25.5240003239
"2060",Sfintu-Gheorghe,ROM-CVS,Covasna,RO,Romania,Provincial capital,,"0",,"0","0",,45.8679960176,25.7930012930
"2061",Brasov,ROM-BRS,Brasov,RO,Romania,Provincial capital,,"0",,"0","1",,45.6560010249,25.6110033576
"2062",Focsani,ROM-VRN,Vrancea,RO,Romania,Provincial capital,,"0",,"0","0",,45.7010009963,27.1890004243
"2063",Galati,ROM-GAL,Galati,RO,Romania,Provincial capital,,"0",,"43600","1",,45.4333320052,28.0500032972
"2064",Braila,ROM-BRA,Braila,RO,Romania,Provincial capital,,"0",,"43590","1",,45.2919960527,27.9690033487
"2065",Buzau,ROM-BUZ,Buzau,RO,Romania,Provincial capital,,"0",,"0","1",,45.1479959787,26.8229974024
"2066",Vilnius,LTU,Lithuania,LH,Lithuania,National capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,54.6885629867,25.2759603425
"2067",Suwalki,POL-SWL,Suwalki,PL,Poland,Provincial capital,,"0",,"0","1",,54.1029960805,22.9400012855
"2068",Hrodna,BLR-GRD,Grodno,BO,Belarus,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,53.6720039850,23.8410004004
"2069",Bialystok,POL-BLY,Bialystok,PL,Poland,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,53.1299970113,23.1589983883
"2070",Brest,BLR-BRS,Brest,BO,Belarus,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,52.0959960319,23.7030034116
"2071",Biala Podlaska,POL-BPD,Biala Podlaska,PL,Poland,Provincial capital,,"0",,"0","1",,52.0299989974,23.1270032812
"2072",Lublin,POL-LBL,Lublin,PL,Poland,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,51.2420040397,22.5780032990
"2073",Chelm,POL-CHL,Chelm,PL,Poland,Provincial capital,,"0",,"0","1",,51.1329959818,23.4960033777
"2074",Zamosc,POL-ZMS,Zamosc,PL,Poland,Provincial capital,,"0",,"0","1",,50.7259980240,23.2599963751
"2075",Kyiv,UKR-KYV,Kyiv,UP,Ukraine,National and provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,50.4481590691,30.5021073913
"2076",Zhytomyra,UKR-ZTM,Zhitomir,UP,Ukraine,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,50.2520040068,28.6630024296
"2077",Cherkasy,UKR-CHK,Cherkassy,UP,Ukraine,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,49.4440020747,32.0810043581
