,id,title,date,address,thumbnail,division,division_url,latitude,longitude,SHAPE
391,http://www.loc.gov/item/75694778/,"Gloversville, N.Y. 1875.",1875,"Gloversville, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804g/pm005680.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.05062000000004,-74.34445999999997,"{'spatialReference': {'wkid': 4326}, 'x': -74.34445999999997, 'y': 43.05062000000004}"
1345,http://www.loc.gov/item/2005632706/,"View of Green River, Wyoming Territory (looking north)",1875,"Green River, Wyoming",https://tile.loc.gov/storage-services/service/gmd/gmd426/g4264/g4264g/pm011080.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.528850000000034,-109.46693999999997,"{'spatialReference': {'wkid': 4326}, 'x': -109.46693999999997, 'y': 41.528850000000034}"
1337,http://www.loc.gov/item/75694669/,"Birds-eye view of Helena, Montana 1875.",1875,"Helena, Montana",https://tile.loc.gov/storage-services/service/gmd/gmd425/g4254/g4254h/pm004550.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,46.58976000000007,-112.02064999999999,"{'spatialReference': {'wkid': 4326}, 'x': -112.02064999999999, 'y': 46.58976000000007}"
405,http://www.loc.gov/item/2014585734/,"City of Kingston, N.Y.",1875,"Kingston, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804k/pm020524.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.92698000000007,-73.99736999999999,"{'spatialReference': {'wkid': 4326}, 'x': -73.99736999999999, 'y': 41.92698000000007}"
297,http://www.loc.gov/item/74693235/,"View of New Britain, Conn. 1875.",1875,"New Britain, Connecticut",https://tile.loc.gov/storage-services/service/gmd/gmd378/g3784/g3784n/pm000861.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.66772000000003,-72.78214999999994,"{'spatialReference': {'wkid': 4326}, 'x': -72.78214999999994, 'y': 41.66772000000003}"
439,http://www.loc.gov/item/75694808/, New York and Brooklyn.,1875,New York,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804n/pm005960.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.71455000000003,-74.00713999999994,"{'spatialReference': {'wkid': 4326}, 'x': -74.00713999999994, 'y': 40.71455000000003}"
1405,http://www.loc.gov/item/75696608/,"Birds eye view of Ogden City, Utah, Ty. 1875.",1875,"Ogden, Utah",https://tile.loc.gov/storage-services/service/gmd/gmd434/g4344/g4344o/pm009240.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.222570000000076,-111.97046999999998,"{'spatialReference': {'wkid': 4326}, 'x': -111.97046999999998, 'y': 41.222570000000076}"
715,http://www.loc.gov/item/79695383/,"Bird's eye view, centennial exhibition buildings & grounds, Philad'a",1875,"Philadelphia, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824p/pm020551.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.95222000000007,-75.16217999999998,"{'spatialReference': {'wkid': 4326}, 'x': -75.16217999999998, 'y': 39.95222000000007}"
1409,http://www.loc.gov/item/75696614/,"Birds-eye view of Salt Lake City, Utah 1875.",1875,"Salt Lake City, Utah",https://tile.loc.gov/storage-services/service/gmd/gmd434/g4344/g4344s/pm009290.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.76031000000006,-111.88821999999999,"{'spatialReference': {'wkid': 4326}, 'x': -111.88821999999999, 'y': 40.76031000000006}"
1440,http://www.loc.gov/item/75693102/, Graphic chart of the city and county of San Francisco,1875,"San Francisco, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364s/pm000360.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,37.777120000000025,-122.41966999999994,"{'spatialReference': {'wkid': 4326}, 'x': -122.41966999999994, 'y': 37.777120000000025}"
1449,http://www.loc.gov/item/75693108/,"City of San Jose, Cal. 1875.",1875,"San Jose, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364s/pm000410.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,37.33865000000003,-121.88541999999995,"{'spatialReference': {'wkid': 4326}, 'x': -121.88541999999995, 'y': 37.33865000000003}"
240,http://www.loc.gov/item/75694606/,"View of Springfield, Mass. 1875.",1875,"Springfield, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764s/pm003250.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.10125000000005,-72.58928999999995,"{'spatialReference': {'wkid': 4326}, 'x': -72.58928999999995, 'y': 42.10125000000005}"
241,http://www.loc.gov/item/74693249/,"City of Taunton, Mass. 1875.",1875,"Taunton, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764t/pm003251.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.90109000000007,-71.08897999999994,"{'spatialReference': {'wkid': 4326}, 'x': -71.08897999999994, 'y': 41.90109000000007}"
328,http://www.loc.gov/item/74693297/,"Wolcottville, Conn.",1875,"Torrington, Connecticut",https://tile.loc.gov/storage-services/service/gmd/gmd378/g3784/g3784w/pm001041.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.80137000000008,-73.08619999999996,"{'spatialReference': {'wkid': 4326}, 'x': -73.08619999999996, 'y': 41.80137000000008}"
1412,http://www.loc.gov/item/76693079/,"Birds eye view of Virginia City, Storey County, Nevada.",1875,"Virginia City, Nevada",https://tile.loc.gov/storage-services/service/gmd/gmd435/g4354/g4354v/pm004690.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.311480000000074,-119.64929999999998,"{'spatialReference': {'wkid': 4326}, 'x': -119.64929999999998, 'y': 39.311480000000074}"
252,http://www.loc.gov/item/74693244/, Westfield 1875.,1875,"Westfield, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764w/pm003272.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.120220000000074,-72.75414999999998,"{'spatialReference': {'wkid': 4326}, 'x': -72.75414999999998, 'y': 42.120220000000074}"
986,http://www.loc.gov/item/73694506/,"Birds eye view of the city of Circleville, Pickaway County, Ohio 1876.",1876,"Circleville, Ohio",https://tile.loc.gov/storage-services/service/gmd/gmd408/g4084/g4084c/pm006860.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.600990000000024,-82.94217999999995,"{'spatialReference': {'wkid': 4326}, 'x': -82.94217999999995, 'y': 39.600990000000024}"
159,http://www.loc.gov/item/89697617/,"Bird's eye view of Clinton, Mass. : 1876",1876,"Clinton, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764c/pm002833.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.42091000000005,-71.68416999999994,"{'spatialReference': {'wkid': 4326}, 'x': -71.68416999999994, 'y': 42.42091000000005}"
161,http://www.loc.gov/item/2009579043/,"View of Dedham, Mass. in 1876",1876,"Dedham, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764d/pm020290.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.24810000000008,-71.17319999999995,"{'spatialReference': {'wkid': 4326}, 'x': -71.17319999999995, 'y': 42.24810000000008}"
957,http://www.loc.gov/item/2013592212/,"The city of Denison, Grayson Co., Texas, 1876",1876,"Denison, Texas",https://tile.loc.gov/storage-services/service/gmd/gmd403/g4034/g4034d/pm020520.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,33.760380000000055,-96.53661999999997,"{'spatialReference': {'wkid': 4326}, 'x': -96.53661999999997, 'y': 33.760380000000055}"
270,http://www.loc.gov/item/74693153/,"Birmingham, Conn. 1876.",1876,"Derby, Connecticut",https://tile.loc.gov/storage-services/service/gmd/gmd378/g3784/g3784b/pm000772.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.32345000000004,-73.08964999999995,"{'spatialReference': {'wkid': 4326}, 'x': -73.08964999999995, 'y': 41.32345000000004}"
1420,http://www.loc.gov/item/75693090/,"Bird's eye view of Healdsburg, Cal.",1876,"Healdsburg, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364h/pm000210.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,38.610640000000046,-122.86882999999995,"{'spatialReference': {'wkid': 4326}, 'x': -122.86882999999995, 'y': 38.610640000000046}"
899,http://www.loc.gov/item/75693180/,"Birds eye view of Jacksonville, Fla.",1876,"Jacksonville, Florida",https://tile.loc.gov/storage-services/service/gmd/gmd393/g3934/g3934j/pm001130.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,30.331470000000024,-81.65621999999996,"{'spatialReference': {'wkid': 4326}, 'x': -81.65621999999996, 'y': 30.331470000000024}"
1282,http://www.loc.gov/item/2015594060/,"Birds eye view of the city of Louisiana, Pike County, Mo.",1876,"Louisiana, Missouri",https://tile.loc.gov/storage-services/service/gmd/gmd416/g4164/g4164l/pm020541.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.45449000000008,-91.05113999999998,"{'spatialReference': {'wkid': 4326}, 'x': -91.05113999999998, 'y': 39.45449000000008}"
912,http://www.loc.gov/item/73693416/,"Bird's eye view of Louisville, Kentucky 1876.",1876,"Louisville, Kentucky",https://tile.loc.gov/storage-services/service/gmd/gmd395/g3954/g3954l/pm002360.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,38.254890000000046,-85.76665999999994,"{'spatialReference': {'wkid': 4326}, 'x': -85.76665999999994, 'y': 38.254890000000046}"
552,http://www.loc.gov/item/2009584332/,"Bird's eye view of Morristown, Morris Co., New Jersey",1876,"Morristown, New Jersey",https://tile.loc.gov/storage-services/service/gmd/gmd381/g3814/g3814m/pm020320.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.79352000000006,-74.47773999999998,"{'spatialReference': {'wkid': 4326}, 'x': -74.47773999999998, 'y': 40.79352000000006}"
211,http://www.loc.gov/item/2005628469/,"View of the city of New Bedford, Mass., 1876",1876,"New Bedford, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764n/pm011070.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.63780000000003,-70.93088999999998,"{'spatialReference': {'wkid': 4326}, 'x': -70.93088999999998, 'y': 41.63780000000003}"
1487,http://www.loc.gov/item/98508588/,"New York From Bergen Hill, Hoboken",1876,New York,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804n/pm005972.gif,Prints and Photographs,https://www.loc.gov/rr/print/,40.71455000000003,-74.00713999999994,"{'spatialReference': {'wkid': 4326}, 'x': -74.00713999999994, 'y': 40.71455000000003}"
440,http://www.loc.gov/item/75694810/, The city of New York.,1876,New York,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804n/pm005970.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.71455000000003,-74.00713999999994,"{'spatialReference': {'wkid': 4326}, 'x': -74.00713999999994, 'y': 40.71455000000003}"
302,http://www.loc.gov/item/75693158/,"City of Norwich, Conn. 1876.",1876,"Norwich, Connecticut",https://tile.loc.gov/storage-services/service/gmd/gmd378/g3784/g3784n/pm000910.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.526760000000024,-72.07567999999998,"{'spatialReference': {'wkid': 4326}, 'x': -72.07567999999998, 'y': 41.526760000000024}"
1509,http://www.loc.gov/item/98508490/,"Bird's eye view, Philadelphia",1876,"Philadelphia, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824p/pm008283.gif,Prints and Photographs,https://www.loc.gov/rr/print/,39.95222000000007,-75.16217999999998,"{'spatialReference': {'wkid': 4326}, 'x': -75.16217999999998, 'y': 39.95222000000007}"
720,http://www.loc.gov/item/76695314/,"Bird's-eye view of the city of Philadelphia --its streets, avenues, and public buildings--and of the Centennial buildings in Fairmount Park.",1876,"Philadelphia, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824p/pm008290.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.95222000000007,-75.16217999999998,"{'spatialReference': {'wkid': 4326}, 'x': -75.16217999999998, 'y': 39.95222000000007}"
712,http://www.loc.gov/item/79695385/,"Grand bird's-eye view of the Centennial Exhibition grounds and the surrounding country : showing the exact location of every building connected with the great international exposition, drawn in crayon from official topographic surveys made expressly for the Daily Graphic",1876,"Philadelphia, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824p/pm008293.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.95222000000007,-75.16217999999998,"{'spatialReference': {'wkid': 4326}, 'x': -75.16217999999998, 'y': 39.95222000000007}"
716,http://www.loc.gov/item/79695384/,"Philadelphia, 1876 : chromatic view",1876,"Philadelphia, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824p/pm020549.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.95222000000007,-75.16217999999998,"{'spatialReference': {'wkid': 4326}, 'x': -75.16217999999998, 'y': 39.95222000000007}"
713,http://www.loc.gov/item/96686300/,"The Centennial--balloon view of the grounds : [Centennial Exhibition at Philadelphia, 1876]",1876,"Philadelphia, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824p/pm008294.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.95222000000007,-75.16217999999998,"{'spatialReference': {'wkid': 4326}, 'x': -75.16217999999998, 'y': 39.95222000000007}"
714,http://www.loc.gov/item/79695009/,"The grounds and buildings of the United States Centennial International Exhibition : 1876, May 10th to November 10th, 1876",1876,"Philadelphia, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824p/pm020550.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.95222000000007,-75.16217999999998,"{'spatialReference': {'wkid': 4326}, 'x': -75.16217999999998, 'y': 39.95222000000007}"
42,http://www.loc.gov/item/75693248/,"Bird's eye view of the city of Portland, Maine 1876.",1876,"Portland, Maine",https://tile.loc.gov/storage-services/service/gmd/gmd373/g3734/g3734p/pm002490.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.65915000000007,-70.25667999999996,"{'spatialReference': {'wkid': 4326}, 'x': -70.25667999999996, 'y': 43.65915000000007}"
1373,http://www.loc.gov/item/75694940/,"Bird's eye view of Salem, Oregon 1876.",1876,"Salem, Oregon",https://tile.loc.gov/storage-services/service/gmd/gmd429/g4294/g4294s/pm007250.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,44.933260000000075,-123.04380999999995,"{'spatialReference': {'wkid': 4326}, 'x': -123.04380999999995, 'y': 44.933260000000075}"
1435,http://www.loc.gov/item/75693100/,"Bird's eye view of San Diego, California 1876.",1876,"San Diego, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364s/pm000330.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,32.71568000000008,-117.16170999999997,"{'spatialReference': {'wkid': 4326}, 'x': -117.16170999999997, 'y': 32.71568000000008}"
1441,http://www.loc.gov/item/75693103/,Birdseye view of San Francisco and surrounding country.,1876,"San Francisco, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364s/pm000370.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,37.777120000000025,-122.41966999999994,"{'spatialReference': {'wkid': 4326}, 'x': -122.41966999999994, 'y': 37.777120000000025}"
1451,http://www.loc.gov/item/76693083/,"Bird's eye view of Santa Rosa, Sonoma County, Cal., 1876.",1876,"Santa Rosa, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364s/pm000480.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,38.43807000000004,-122.71246999999994,"{'spatialReference': {'wkid': 4326}, 'x': -122.71246999999994, 'y': 38.43807000000004}"
1301,http://www.loc.gov/item/82695092/,"Birds eye view of St. Louis : showing the new line of the St. Louis, Kansas City & Northern Ry. running into the Union Depot.",1876,"St Louis, Missouri",https://tile.loc.gov/storage-services/service/gmd/gmd416/g4164/g4164s/pm004391.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,38.62775000000005,-90.19955999999996,"{'spatialReference': {'wkid': 4326}, 'x': -90.19955999999996, 'y': 38.62775000000005}"
5,http://www.loc.gov/item/rc01001392/,"Pictorial St. Louis, the great metropolis of the Mississippi valley; a topographical survey drawn in perspective A.D. 1875,",1876,"St Louis, Missouri",https://tile.loc.gov/storage-services/service/gmd/gmd416m/g4164m/g4164sm/gpm00001/pa00001d.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,38.62775000000005,-90.19955999999996,"{'spatialReference': {'wkid': 4326}, 'x': -90.19955999999996, 'y': 38.62775000000005}"
1018,http://www.loc.gov/item/73694517/,"Toledo, Ohio 1876.",1876,"Toledo, Ohio",https://tile.loc.gov/storage-services/service/gmd/gmd408/g4084/g4084t/pm007100.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.654040000000066,-83.53673999999995,"{'spatialReference': {'wkid': 4326}, 'x': -83.53673999999995, 'y': 41.654040000000066}"
1364,http://www.loc.gov/item/75696671/,"Bird's eye view of Walla Walla, Washington Territory 1876.",1876,"Walla Walla, Washington",https://tile.loc.gov/storage-services/service/gmd/gmd428/g4284/g4284w/pm009830.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,46.07068000000004,-118.34260999999998,"{'spatialReference': {'wkid': 4326}, 'x': -118.34260999999998, 'y': 46.07068000000004}"
100,http://www.loc.gov/item/2012588161/,"Birds eye view of Bennington & Bennington Centre, Bennington Co., Vermont",1877,"Bennington, Vermont",https://tile.loc.gov/storage-services/service/gmd/gmd375/g3754/g3754b/pm020534.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.876720000000034,-73.19817999999998,"{'spatialReference': {'wkid': 4326}, 'x': -73.19817999999998, 'y': 42.876720000000034}"
66,http://www.loc.gov/item/73693498/,"Bird's eye view of Great Falls, Strafford Co., New Hampshire & Berwick, York Co., Maine 1877.",1877,"Berwick, Maine",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744g/pm004790.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.26482000000004,-70.85370999999998,"{'spatialReference': {'wkid': 4326}, 'x': -70.85370999999998, 'y': 43.26482000000004}"
1496,http://www.loc.gov/item/98508515/,"Bethlehem and South Bethlehem, Pa. Looking north east",1877,"Bethlehem, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824b/pm007373.gif,Prints and Photographs,https://www.loc.gov/rr/print/,40.63103000000007,-75.37788999999998,"{'spatialReference': {'wkid': 4326}, 'x': -75.37788999999998, 'y': 40.63103000000007}"
144,http://www.loc.gov/item/75694554/, Boston bird's-eye view from the north.,1877,"Boston, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764b/pm002760.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.35866000000004,-71.05673999999993,"{'spatialReference': {'wkid': 4326}, 'x': -71.05673999999993, 'y': 42.35866000000004}"
145,http://www.loc.gov/item/75694555/, The city of Boston 1879.,1877,"Boston, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764b/pm002770.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.35866000000004,-71.05673999999993,"{'spatialReference': {'wkid': 4326}, 'x': -71.05673999999993, 'y': 42.35866000000004}"
54,http://www.loc.gov/item/73693496/,"Birds eye view of Claremont, Sullivan County, N.H. 1877.",1877,"Claremont, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744c/pm004720.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.37418000000008,-72.33615999999995,"{'spatialReference': {'wkid': 4326}, 'x': -72.33615999999995, 'y': 43.37418000000008}"
989,http://www.loc.gov/item/73694507/,"Birds eye view of Cleveland, Ohio 1877.",1877,"Cleveland, Ohio",https://tile.loc.gov/storage-services/service/gmd/gmd408/g4084/g4084c/pm006872.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.50473000000005,-81.69073999999995,"{'spatialReference': {'wkid': 4326}, 'x': -81.69073999999995, 'y': 41.50473000000005}"
57,http://www.loc.gov/item/73693497/,"Bird's eye view of Dover, Strafford Co., New Hampshire 1877.",1877,"Dover, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744d/pm004750.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.19346000000007,-70.87417999999997,"{'spatialReference': {'wkid': 4326}, 'x': -70.87417999999997, 'y': 43.19346000000007}"
167,http://www.loc.gov/item/75694571/,"City of Fall River, Mass. 1877.",1877,"Fall River, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764f/pm002900.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.69735000000003,-71.14364999999998,"{'spatialReference': {'wkid': 4326}, 'x': -71.14364999999998, 'y': 41.69735000000003}"
61,http://www.loc.gov/item/73694684/,"Bird's eye view of the village of Farmington, Stafford County, New Hampshire 1877.",1877,"Farmington, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744f/pm004771.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.388720000000035,-71.06498999999997,"{'spatialReference': {'wkid': 4326}, 'x': -71.06498999999997, 'y': 43.388720000000035}"
174,http://www.loc.gov/item/76695252/,"View of Greenfield, Mass.",1877,"Greenfield, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764g/pm002941.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.58758000000006,-72.59842999999995,"{'spatialReference': {'wkid': 4326}, 'x': -72.59842999999995, 'y': 42.58758000000006}"
285,http://www.loc.gov/item/2018593481/,"The city of Hartford, Connecticut.",1877,"Hartford, Connecticut",https://tile.loc.gov/storage-services/service/gmd/gmd378/g3784/g3784h/pm000804.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.76375000000007,-72.67393999999996,"{'spatialReference': {'wkid': 4326}, 'x': -72.67393999999996, 'y': 41.76375000000007}"
186,http://www.loc.gov/item/84695720/,"Bird's eye view of Holyoke, Mass. : 1877",1877,"Holyoke, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764h/pm003001.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.20696000000004,-72.60742999999997,"{'spatialReference': {'wkid': 4326}, 'x': -72.60742999999997, 'y': 42.20696000000004}"
1425,http://www.loc.gov/item/75693093/,"Birds eye view of Los Angeles, California.",1877,"Los Angeles, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364l/pm000260.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,34.053570000000036,-118.24544999999995,"{'spatialReference': {'wkid': 4326}, 'x': -118.24544999999995, 'y': 34.053570000000036}"
1424,http://www.loc.gov/item/75693092/, View of Los Angeles from the east. Brooklyn Hights in the foreground; Pacific Ocean and Santa Monica Mountains in the background.,1877,"Los Angeles, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364l/pm000250.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,34.053570000000036,-118.24544999999995,"{'spatialReference': {'wkid': 4326}, 'x': -118.24544999999995, 'y': 34.053570000000036}"
291,http://www.loc.gov/item/75693151/,"Middletown, Conn. 1877.",1877,"Middletown, Connecticut",https://tile.loc.gov/storage-services/service/gmd/gmd378/g3784/g3784m/pm000840.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.56268000000006,-72.64976999999993,"{'spatialReference': {'wkid': 4326}, 'x': -72.64976999999993, 'y': 41.56268000000006}"
295,http://www.loc.gov/item/74693234/,"View of Naugatuck, Conn. 1877.",1877,"Naugatuck, Connecticut",https://tile.loc.gov/storage-services/service/gmd/gmd378/g3784/g3784n/pm000854.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.49069000000003,-73.05528999999996,"{'spatialReference': {'wkid': 4326}, 'x': -73.05528999999996, 'y': 41.49069000000003}"
441,http://www.loc.gov/item/75694807/,"New York and Brooklyn, with Jersey City and Hoboken water front.",1877,New York,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804n/pm005980.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.71455000000003,-74.00713999999994,"{'spatialReference': {'wkid': 4326}, 'x': -74.00713999999994, 'y': 40.71455000000003}"
81,http://www.loc.gov/item/2006628341/,"Bird's eye view, Newport, New Hampshire, 1877.",1877,"Newport, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744n/pm020090.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.366580000000056,-72.17428999999998,"{'spatialReference': {'wkid': 4326}, 'x': -72.17428999999998, 'y': 43.366580000000056}"
39,http://www.loc.gov/item/73694690/,"North Berwick, York Co., Maine 1877.",1877,"North Berwick, Maine",https://tile.loc.gov/storage-services/service/gmd/gmd373/g3734/g3734n/pm002464.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.30709000000007,-70.73453999999998,"{'spatialReference': {'wkid': 4326}, 'x': -70.73453999999998, 'y': 43.30709000000007}"
263,http://www.loc.gov/item/75696564/,"Bird's eye view of Pawtucket & Central Falls, R.I. 1877.",1877,"Pawtucket, Rhode Island",https://tile.loc.gov/storage-services/service/gmd/gmd377/g3774/g3774p/pm008800.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.87976000000003,-71.38245999999998,"{'spatialReference': {'wkid': 4326}, 'x': -71.38245999999998, 'y': 41.87976000000003}"
226,http://www.loc.gov/item/75694598/,"View of Peabody, Mass. 1877.",1877,"Peabody, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764p/pm003180.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.52637000000004,-70.92855999999995,"{'spatialReference': {'wkid': 4326}, 'x': -70.92855999999995, 'y': 42.52637000000004}"
472,http://www.loc.gov/item/73694501/,"Bird's eye view of Plattsburgh, Clinton Co., New York 1877.",1877,"Plattsburgh, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804p/pm006160.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,44.699130000000025,-73.45302999999996,"{'spatialReference': {'wkid': 4326}, 'x': -73.45302999999996, 'y': 44.699130000000025}"
85,http://www.loc.gov/item/73693499/,"Bird's eye view of Portsmouth, Rockingham Co., New Hampshire 1877.",1877,"Portsmouth, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744p/pm004921.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.07066000000003,-70.77216999999996,"{'spatialReference': {'wkid': 4326}, 'x': -70.77216999999996, 'y': 43.07066000000003}"
86,http://www.loc.gov/item/77693544/,"Bird's eye view of Portsmouth, Rockingham Co., New Hampshire.",1877,"Portsmouth, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744p/pm004920r.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.07066000000003,-70.77216999999996,"{'spatialReference': {'wkid': 4326}, 'x': -70.77216999999996, 'y': 43.07066000000003}"
87,http://www.loc.gov/item/77693545/,"Bird's eye view of Portsmouth, Rockingham Co., New Hampshire.",1877,"Portsmouth, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744p/pm020533.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.07066000000003,-70.77216999999996,"{'spatialReference': {'wkid': 4326}, 'x': -70.77216999999996, 'y': 43.07066000000003}"
