id,name,city,country,faa,icao,alt,tz-offset,dst,tz,longitude,latitude
"9317",Vängsö Airport,Vangso,Sweden,\N,ESSZ,"0","1",E,Europe/Stockholm,17.2111,59.101101
"9327",Comiso Airport,Comiso,Italy,CIY,LICB,"623","1",E,Europe/Rome,14.607182,36.994601
"9348",Enumclaw Airport,Enumclaw,United States,\N,WA77,"738","-8",A,America/Los_Angeles,-122.022003,47.195702
"9371",Markovo Airport,Markovo,Russia,KVM,UHMO,"0","12",N,Asia/Anadyr,170.417007,64.667
"9372",Seymchan Airport,Seymchan,Russia,\N,UHMS,"679","11",N,Asia/Srednekolymsk,152.422775,62.92078
"9373",Zyryanka Airport,Zyryanka,Russia,ZKP,UESU,"140","11",N,Asia/Srednekolymsk,150.8889,65.7485
"9374",Susuman Airport,Susuman,Russia,\N,UHMH,"2129","11",N,Asia/Srednekolymsk,148.146667,62.766666
"9376",Ust-Maya Airport,Ust-Maya,Russia,UMS,UEMU,"561","9",N,Asia/Yakutsk,134.434998,60.356998
"9377",Aldan Airport,Aldan,Russia,ADH,UEEA,"2241","9",N,Asia/Yakutsk,125.408997,58.602798
"9378",Olyokminsk Airport,Olekminsk,Russia,OLZ,UEMO,"656","9",N,Asia/Yakutsk,120.471001,60.397499
"9379",Vitim Airport,Vitim,Russia,\N,UERT,"610","9",N,Asia/Yakutsk,112.563004,59.458
"9380",Pellworm Field,Pellworm,Germany,\N,EDHP,"3","1",E,Europe/Berlin,8.68,54.536388
"9386",Xinyuan Nalati Airport,Xinyuan,China,NLT,ZWNL,"3050","8",U,Asia/Shanghai,83.3786,43.4318
"9387",Port Alsworth Airport,Port alsworth,United States,PTA,PALJ,"280","-9",A,America/Anchorage,-154.325863,60.201681
"9388",Fontaine Airport,Belfort,France,BOR,LFSQ,"1208","1",E,Europe/Paris,7.01083,47.655602
"9390",Fairfield County Airport,Winnsboro,United States,\N,KFDW,"577","-5",A,America/New_York,-81.108803,34.315498
"9391",Obock Airport,Obock,Djibouti,OBC,HDOB,"69","3",N,Africa/Djibouti,43.266998,11.967
"9392",Tadjoura Airport,Tadjoura,Djibouti,TDJ,HDTJ,"246","3",N,Africa/Djibouti,42.917,11.783
"9393",Santa Cruz del Quiche Airport,Santa Cruz des Quiche,Guatemala,AQB,MGQC,"6631","-6",S,America/Guatemala,-91.150597,15.0122
"9394",Norðfjörður Airport,Nordfjordur,Iceland,NOR,BINF,"13","0",E,Atlantic/Reykjavik,-13.7464,65.131897
"9395",Bursa Airport,Bursa,Turkey,BTZ,LTBE,"331","3",U,Europe/Istanbul,29.009199,40.233299
"9396",Skyhaven Airport,Rochester,United States,\N,KDAW,"322","-5",A,America/New_York,-70.929298,43.2841
"9397",Waris Airport,Waris-Papua Island,Indonesia,WAR,WAJR,"1500","9",U,Asia/Jayapura,140.994,-3.235
"9399",Newton City-County Airport,Newton,United States,EWK,KEWK,"1533","-6",A,America/Chicago,-97.274498,38.058201
"9400",La Ferté Alais Airfield,La Ferte Alais,France,\N,LFFQ,"453","1",E,Europe/Paris,2.338867,48.498652
"9402",Bairnsdale Airport,Bairnsdale,Australia,BSJ,YBNS,"165","10",O,Australia/Hobart,147.567993,-37.887501
"9403",Taszár Air Base,Columbus,United States,TZR,LHTA,"531","1",A,Europe/Budapest,17.9175,46.393101
"9406",Fort Bridger Airport,Fort Bridger,United States,FBR,KFBR,"7034","-7",A,America/Denver,-110.406998,41.391899
"9407",Prosser Airport,Prosser,United States,\N,KS40,"697","-8",A,America/Los_Angeles,-119.791,46.213402
"9408",Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS,"176","-8",A,America/Los_Angeles,-122.983002,46.676998
"9409",Desert Aire Regional Airport,Mattawa,United States,\N,KM94,"586","-8",A,America/Los_Angeles,-119.920998,46.687401
"9411",Evanston-Uinta County Airport-Burns Field,Evanston,United States,EVW,KEVW,"7143","-7",A,America/Denver,-111.035004,41.274799
"9412",Sabetha Municipal Airport,Sabetha,United States,\N,KK83,"1330","-6",A,America/Chicago,-95.779404,39.904202
"9413",Mt Pleasant Regional-Faison field,Mount Pleasant,United States,\N,KLRO,"12","-5",A,America/New_York,-79.782898,32.8978
"9414",Jimmy Carter Regional Airport,Americus,United States,\N,KACJ,"468","-5",A,America/New_York,-84.188904,32.110802
"9415",Weedon Field,Eufala,United States,EUF,KEUF,"285","-6",A,America/Chicago,-85.128899,31.9513
"9416",Saluda County Airport,Saluda,United States,\N,K6J4,"555","-5",A,America/New_York,-81.794601,33.9268
"9417",Dare County Regional Airport,Manteo,United States,MEO,KMQI,"13","-5",A,America/New_York,-75.695503,35.918999
"9418",Auburn University Regional Airport,Auburn,United States,AUO,KAUO,"777","-6",A,America/Chicago,-85.433998,32.615101
"9419",Tri Cities Airport,Endicott,United States,\N,KCZG,"833","-5",A,America/New_York,-76.096296,42.078499
"9428",Bessemer Airport,Bessemer,United States,\N,KEKY,"700","-6",A,America/Chicago,-86.925903,33.312901
"9429",Colorado Springs East Airport,Ellicott,United States,\N,KA50,"6145","-7",A,America/Denver,-104.410004,38.874401
"9447",Crystal Airport,Crystal,United States,\N,KMIC,"869","-6",A,America/Chicago,-93.353897,45.062
"9448",Clarke County Airport,Quitman,United States,\N,K23M,"320","-6",A,America/Chicago,-88.738897,32.0849
"9450",W H 'Bud' Barron Airport,Dublin,United States,DBN,KDBN,"309","-5",A,America/New_York,-82.985298,32.5644
"9474",Pukarua Airport,Pukarua,French Polynesia,PUK,NTGQ,"5","-10",N,\N,-137.016998,-18.295601
"9475",Kabale Airport,Kabale,Uganda,\N,HUKB,"6000","3",N,Africa/Kampala,29.96,-1.226111
"9481",Guatuso Airport,Marigot,France,\N,MRGT,"164","-6",N,America/Costa_Rica,-84.833336,10.683333
"9484",Central Bolívar Airport,Sevilla,Spain,\N,SVSJ,"39","-4",E,America/Caracas,-71.933334,8.916667
"9488",Corvallis Municipal Airport,Corvallis,United States,CVO,KCVO,"250","-8",A,America/Los_Angeles,-123.290001,44.4972
"9492",Tuzla Romania Airport,Tuzla,Romania,\N,LRTZ,"161","2",U,Europe/Bucharest,28.609699,43.9842
"9500",El Almendro Airport,Scranton,United States,\N,SCRT,"486","-4",A,America/Santiago,-71.793335,-35.960556
"9511",San Agustin Airport,Morristown,United States,\N,MRST,"66","-6",A,America/Costa_Rica,-84.883331,10.066667
"9521",Samambaia Heliport,Saint Denis,Reunion,\N,SDNS,"3167","-3",E,America/Sao_Paulo,-43.130554,-22.4625
"9528",Fazenda Campo Verde Airport,Sihanoukville,Cambodia,\N,SNKV,"49","-3",N,America/Fortaleza,-50.516701,1.04278
"9532",Prominent Hill Airport,Prominent Hill,Australia,PXH,YPMH,"745","9.5",O,Australia/Adelaide,135.5244,-29.716
"9533",Cowra Airport,Chatsworth,Australia,CWT,YCWR,"966","10",A,Australia/Sydney,148.649002,-33.8447
"9542",Coral Bay Airport,Coral Bay,Australia,\N,YCOY,"5","8",O,Australia/Perth,113.777,-23.129999
"9543",Ogden Hinckley Airport,Ogden,United States,OGD,KOGD,"4473","-7",A,America/Denver,-112.012001,41.1959
"9544",Lake Country Regional Airport,Clarksville,United Arab Emirates,\N,KW63,"421","-5",A,America/New_York,-78.560097,36.595798
"9545",Robert S Kerr Airport,Poteau,United States,\N,KRKR,"451","-6",A,America/Chicago,-94.6213,35.021599
"9546",Colorado Plains Regional Airport,Akron,United States,AKO,KAKO,"4714","-7",A,America/Denver,-103.222,40.175598
"9547",Sanderson Field,Shelton,United States,SHN,KSHN,"273","-8",A,America/Los_Angeles,-123.148003,47.233601
"9739",Napakiak Airport,Napakiak,United States,WNA,PANA,"17","-9",A,America/Anchorage,-161.979004,60.6903
"9744",Napaskiak Airport,Napaskiak,United States,PKA,PAPK,"24","-9",A,America/Anchorage,-161.778,60.7029
"9746",Tok Airport,Tok,United States,\N,PATJ,"1670","-9",A,America/Anchorage,-143.001111,63.303333
"9749",Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW,CAB3,"0","-8",A,America/Vancouver,-123.233002,48.75
"9751",Washabo Airport,Washabo,Suriname,WSO,SMWS,"68","-3",N,America/Paramaribo,-57.185302,5.215277
"9753",Popham Airfield,Popham,United Kingdom,\N,EGHP,"550","0",E,Europe/London,-1.23472,51.193901
"9754",Causey Airport,Liberty,United States,\N,K2A5,"723","-5",A,America/New_York,-79.617599,35.9118
"9759",Abaco I Walker C Airport,Walker's Cay,Bahamas,WKR,MYAW,"10","-5",A,\N,-78.399696,27.266701
"9760",Black Point Airstrip,Black Point,Bahamas,\N,MYEB,"10","-5",A,America/Nassau,-76.397917,24.089488
"9761",Bartica A Airport,Bartica,Guyana,GFO,SYBT,"3","-4",N,America/Guyana,-58.655207,6.358864
"9763",Doylestown Airport,Doylestown,United States,DYL,KDYL,"394","-5",A,America/New_York,-75.122299,40.333
"9766",Cape Town Waterfort Heliport,Cap Town,South Africa,\N,FADW,"0","2",N,Africa/Johannesburg,0,0
"9768",Tingo Maria Airport,Tingo Maria,Peru,TGI,SPGM,"2010","-5",N,America/Lima,-75.949997,-9.133
"9769",Plínio Alarcom Airport,Tres Lagoas,Brazil,TJL,SSTL,"1050","-4",S,America/Campo_Grande,-51.6842,-20.7542
"9770",Zhangye Ganzhou Airport,Zhangye,China,YZY,ZLZY,"5280","8",N,Asia/Shanghai,100.675003,38.801899
"9771",Cacoal Airport,Cacoal,Brazil,OAL,SSKW,"778","-4",N,America/Boa_Vista,-61.4508,-11.496
"9772",Warren Field,Washington,United States,OCW,KOCW,"38","-5",A,America/New_York,-77.049797,35.570499
"9773",Hyde County Airport,Engelhard,United States,\N,K7W6,"8","-5",A,America/New_York,-75.9552,35.562401
"9774",Mocopulli Airport,Castro,Chile,MHC,SCPQ,"528","-4",S,America/Santiago,-73.715693,-42.340388
"9776",Stillwater Regional Airport,Stillwater,United States,SWO,KSWO,"1000","-6",A,America/Chicago,-97.085701,36.161201
"9777",Okmulgee Regional Airport,Okmulgee,United States,OKM,KOKM,"720","-6",A,America/Chicago,-95.9487,35.668098
"9778",Cushing Municipal Airport,Cushing,United States,CUH,KCUH,"916","-6",A,America/Chicago,-96.773102,35.949902
"9779",Clinton Sherman Airport,Clinton,United States,CSM,KCSM,"1922","-6",A,America/Chicago,-99.2005,35.339802
"9780",Strother Field,Winfield,United States,WLD,KWLD,"1160","-6",A,America/Chicago,-97.037598,37.168598
"9781",Wiley Post Airport,Oklahoma City,United States,PWA,KPWA,"1300","-6",A,America/Chicago,-97.647102,35.534199
"9782",Shreveport Downtown Airport,Shreveport,United States,DTN,KDTN,"179","-6",A,America/Chicago,-93.745003,32.540199
"9783",Stephenville Clark Regional Airport,Stephenville,United States,SEP,KSEP,"1321","-6",A,America/Chicago,-98.177696,32.215302
"9784",Perry Municipal Airport,Perry,United States,\N,KF22,"1002","-6",A,America/Chicago,-97.277199,36.385601
"9786",Hamilton Municipal Airport,Hamilton,United States,\N,KMNZ,"1299","-6",A,America/Chicago,-98.148598,31.665899
"9787",Ada Regional Airport,Ada,United States,ADT,KADH,"1016","-6",A,America/Chicago,-96.671303,34.804298
"9788",Mesquite Metro Airport,Misquite,United States,\N,KHQZ,"447","-6",A,America/Chicago,-96.530403,32.747002
"9789",Denton Municipal Airport,Denton,United States,\N,KDTO,"642","-6",A,America/Chicago,-97.197998,33.200699
"9790",Austin Executive Airport,Austin,United States,\N,KEDC,"620","-6",A,America/Chicago,-97.566394,30.397493
"9791",Lago Vista Tx Rusty Allen Airport,Lago Vista,United States,\N,KRYW,"1231","-6",A,America/Chicago,-97.969498,30.4986
"9792",Brenham Municipal Airport,Brenham,United States,\N,K11R,"307","-6",A,America/Chicago,-96.374298,30.219
"9793",Lakeway Airpark,Lakeway,United States,\N,K3R9,"909","-6",A,America/Chicago,-97.994499,30.3575
"9794",Iraan Municipal Airport,Iraan,United States,IRB,K2F0,"2200","-6",A,America/Chicago,-101.891998,30.905701
"9795",Kestrel Airpark,San Antonio,United States,\N,K1T7,"1250","-6",A,America/Chicago,-98.425301,29.8127
"9796",Elliot Lake Municipal Airport,ELLIOT LAKE,Canada,YEL,CYEL,"1087","-5",A,America/Toronto,-82.561401,46.351398
"9797",Wilkes County Airport,North Wilkesboro,United States,IKB,KUKF,"1301","-5",A,America/New_York,-81.098297,36.222801
"9798",Charleston Executive Airport,Charleston,United States,\N,KJZI,"17","-5",A,America/New_York,-80.002899,32.700901
"9799",Danville Regional Airport,Danville,United States,DAN,KDAN,"571","-5",A,America/New_York,-79.336098,36.572899
"9800",Brookneal/Campbell County Airport,Brookneal,United States,\N,K0V4,"596","-5",A,America/New_York,-79.016403,37.141701
"9805",Yerbogachen Airport,Yerbogachen,Russia,ERG,UIKE,"400","8",N,Asia/Irkutsk,108.029999,61.275002
"9806",Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,United States,HCW,KCQW,"239","-5",A,America/New_York,-79.957001,34.712898
"9808",Wauchula Municipal Airport,Wuchula,United States,\N,KCHN,"106","-5",A,America/New_York,-81.880501,27.5149
"9818",Lilydale Airport,Lilydale,Australia,\N,YLIL,"76","10",O,Australia/Hobart,145.367004,-37.6917
"9819",Beni Mellal Airport,Beni Mellal,Morocco,BEM,GMMD,"1694","0",E,Africa/Casablanca,-6.315905,32.401895
"9820",Şırnak Şerafettin Elçi Airport,Cizre,Turkey,NKT,LTCV,"2038","3",E,Europe/Istanbul,42.0582,37.3647
"9821",Suntar Airport,Suntar,Russia,SUY,UENS,"452","9",N,Asia/Yakutsk,117.635002,62.185001
"9824",Tazadit Airport,Zouerat,Mauritania,OUZ,GQPZ,"1129","0",N,Africa/Nouakchott,-12.4836,22.756399
"9825",Asaba International Airport,Asaba,Nigeria,ABB,DNAS,"305","1",N,Africa/Lagos,6.665278,6.204167
"9826",Akwa Ibom International Airport,Uyo,Nigeria,QUO,DNAI,"170","1",N,Africa/Lagos,8.093,4.8725
"9828",Kasama Airport,Kasama,Zambia,KAA,FLKS,"4541","2",N,Africa/Lusaka,31.133301,-10.2167
"9829",Mbeya Airport,Mbeya,Tanzania,\N,HTMB,"5600","3",N,Africa/Dar_es_Salaam,33.463889,-8.919444
"9830",Mpanda Airport,Mpanda,Tanzania,\N,HTMP,"3520","3",N,Africa/Dar_es_Salaam,31.084116,-6.355374
"9831",Songea Airport,Songea,Tanzania,SGX,HTSO,"3445","3",N,Africa/Dar_es_Salaam,35.583,-10.683
"9832",Morogoro Airport,Morogoro,Tanzania,\N,HTMG,"1676","3",N,Africa/Dar_es_Salaam,37.653099,-6.79722
"9843",Jiuhuashan Airport,Chizhou,China,JUH,ZSJH,"60","8",N,Asia/Shanghai,117.6856,30.7403
"9844",Anshan Air Base,Anshan,China,AOG,ZYAS,"0","8",N,Asia/Shanghai,122.853996,41.105301
"9845",Saertu Airport,Daqing,China,DQA,ZYDQ,"496","8",N,Asia/Shanghai,125.140556,46.746389
"9846",Zunyi Xinzhou Airport,Zunyi,China,ZYI,ZUZY,"2920","8",N,Asia/Shanghai,107.0007,27.5895
"9847",Conway Horry County Airport,Conway,United States,\N,KHYW,"35","-5",A,America/New_York,-79.1222,33.828499
"9848",Lindu Airport,Yinchun,China,LDS,ZYLD,"791","8",N,Asia/Shanghai,129.019125,47.752056
"9849",Anshun Huangguoshu Airport,Anshun,China,AVA,ZUAS,"4812","8",N,Asia/Shanghai,105.873333,26.260556
"9850",Sikasso Airport,Sikasso,Mali,KSS,GASK,"1378","0",N,Africa/Bamako,-5.7,11.333
"9853",Toowoomba Wellcamp Airport,Toowoomba,Australia,WTB,YBWW,"1509","10",N,Australia/Brisbane,151.793335,-27.558332
"9854",Tonghua Sanyuanpu Airport,Tonghua,China,TNH,ZYTN,"1200","8",N,Asia/Shanghai,125.703333,42.253889
"9857",Suzhou Guangfu Airport,Suzhou,China,SZV,ZSSZ,"0","8",N,Asia/Shanghai,120.401001,31.2631
"9860",City Airport Manchester,Manchester,United Kingdom,\N,EGCB,"73","0",U,Europe/London,-2.38972,53.471699
"9861",Sleap Airport,Shrewsbury,United Kingdom,\N,EGCV,"275","0",U,Europe/London,-2.77167,52.8339
"9862",Tatenhill Airfield,Burton-on-Trent,United Kingdom,\N,EGBM,"439","0",U,Europe/London,-1.76111,52.814701
"9863",Full Sutton Airfield,York,United Kingdom,\N,EGNU,"86","0",U,Europe/London,-0.864722,53.980598
"9864",Sherburn-In-Elmet Airfield,Leeds,United Kingdom,\N,EGCJ,"26","0",U,Europe/London,-1.216877,53.788458
"9866",Beringin Airport,Muara Teweh,Indonesia,\N,WAOM,"126","7",N,Asia/Jakarta,114.893875,-0.940325
"9868",Mulia Airport,Mulia,Indonesia,LII,WAJM,"6527","9",N,Asia/Jayapura,137.957,-3.7018
"9872",Stenkol Airport,Bintuni,Indonesia,NTI,WASB,"57","9",N,Asia/Jayapura,133.5164,-2.1033
"9873",Wasior Airport,Wasior,Indonesia,WSR,WASW,"49","9",N,Asia/Jayapura,134.5061,-2.721
"9874",Silangit Airport,Siborong-Borong,Indonesia,DTB,WIMN,"4700","7",N,Asia/Jakarta,98.991898,2.25973
"9875",Lasikin Airport,Sinabang,Indonesia,\N,WITG,"19","7",N,Asia/Jakarta,96.3256,2.41028
"9886",Seunagan Airport,Nagan Raya,Indonesia,MEQ,WITC,"10","7",N,\N,96.217003,4.25
"9887",Betoambari Airport,Bau-Bau,Indonesia,BUW,WAWB,"164","8",N,\N,122.569,-5.48688
"9888",Kao Airport,Kao,Indonesia,KAZ,WAMK,"27","9",N,\N,127.896004,1.18528
"9889",Melangguane Airport,Melonguane,Indonesia,MNA,WAMN,"3","8",N,\N,126.672997,4.00694
"9890",Sanggata/Sangkimah Airport,Sanggata,Indonesia,SGQ,WRLA,"60","8",N,\N,117.543,0.3847
"9891",Muara Bungo Airport,Muara Bungo,Indonesia,BUU,WIPI,"214","7",N,\N,102.135,-1.1278
"9892",Selayar/Aroepala Airport,Selayar,Indonesia,\N,WAWH,"30","8",N,\N,120.4362,-6.1751
"9897",Illaga Airport,Illaga,Indonesia,ILA,WABL,"7989","9",N,\N,137.6225,-3.97648
"9898",Oksibil Airport,Oksibil,Indonesia,OKL,WAJO,"4315","9",N,\N,140.6277,-4.9071
"9899",Kokonau Airport,Kokonau,Indonesia,KOX,WABN,"59","9",N,\N,136.43515,-4.71075
"9901",Clermont Airport,Clermont,Australia,CMQ,YCMT,"908","10",N,\N,147.621002,-22.7731
"9902",Warrnambool Airport,Warrnambool,Australia,WMB,YWBL,"242","10",O,\N,142.447006,-38.2953
"9904",Richmond Airport,Richmond,Australia,RCM,YRMD,"676","10",N,\N,143.115005,-20.7019
"9905",RAAF Base Curtin,Derby,Australia,DCN,YCIN,"300","8",N,\N,123.828003,-17.5814
"9935",Kualanamu International Airport,Medan,Indonesia,KNO,WIMM,"23","7",N,Asia/Jakarta,98.885278,3.642222
"9937",Gratiot Community Airport,Kamloops,Canada,AMN,KAMN,"754","-7",A,\N,-84.688004,43.322102
"9938",Asheboro Regional Airport,Asheboro,United States,\N,KHBI,"671","-5",A,\N,-79.894699,35.654499
"9939",Seosan Air Base,Seosan,South Korea,HMY,RKTP,"39","9",N,\N,126.486,36.703999
"9942",Henderson Field,Wallace,United States,\N,KACZ,"39","-5",A,\N,-78.003601,34.717899
"9943",Emporia Greensville Regional Airport,Emporia,United States,\N,KEMV,"127","-5",A,\N,-77.482803,36.686901
"10017",San Gabriel Valley Airport,El Monte,United States,EMT,KEMT,"296","-8",E,\N,-118.035004,34.086102
"10057",Farah Airport,Farah,Afghanistan,FAH,OAFR,"3083","4.3",N,\N,62.182999,32.367001
"10061",Pasighat Airport,Pasighat,India,IXT,VEPG,"477","5.3",N,\N,95.335602,28.066099
"10062",Kee Field,Pineville,United States,\N,KI16,"1783","-5",A,\N,-81.559303,37.600399
"10069",Kramatorsk Airport,Kramatorsk,Ukraine,KRQ,UKCK,"646","2",E,\N,37.628899,48.705601
"10080",Kautokeino Air Base,Kautokeino,Norway,QKX,ENKA,"1165","1",U,\N,23.034,69.040298
"10089",Lille/Marcq-en-Baroeul Airport,Marcq En Baroeul,France,\N,LFQO,"69","1",E,\N,3.07556,50.687199
"10096",Kawass Airport,Kamsar,Guinea,\N,GUKR,"36","1",E,\N,-14.5336,10.651
"10102",Stinson Municipal Airport,Stinson,United States,SSF,KSSF,"577","-5",A,\N,-98.4711,29.337
"10103",Sallisaw Municipal Airport,Sallisaw,United States,\N,KJSV,"527","-5",A,\N,-94.802803,35.438202
"10104",Jasper County Airport-Bell Field,Jasper,United States,JAS,KJAS,"213","-5",A,\N,-94.034897,30.8857
"10105",El Dorado Springs Memorial Airport,El dorado springs,United States,\N,K87K,"931","-5",A,\N,-93.9991,37.856701
"10106",Marfa Municipal Airport,Marfa,United States,MRF,KMRF,"4849","-5",A,\N,-104.017997,30.371099
"10107",Alpine Casparis Municipal Airport,Alpine,United States,ALE,KE38,"4515","-5",A,\N,-103.683998,30.384199
"10110",Bubaque Airport,Bubaque,Guinea-Bissau,BQE,GGBU,"0","0",N,\N,-15.838079,11.297356
"10114",Chichen Itza International Airport,Chichen Itza,Mexico,CZA,MMCT,"102","-6",S,America/Mexico_City,-88.446198,20.6413
"10116",Bunbury Airport,Bunbury,Australia,BUY,YBUN,"53","8",U,\N,115.677002,-33.3783
"10117",Cable Airport,Upland,United States,CCB,KCCB,"1444","-8",A,\N,-117.688004,34.111599
"10121",Mount Sterling Montgomery County Airport,Mount Sterling,United States,\N,KIOB,"1019","-5",A,\N,-83.979599,38.058102
"10122",Elkhart Municipal Airport,Elkhart,United States,EKI,KEKM,"778","-5",A,\N,-86.003197,41.719398
"10123",Nappanee Municipal Airport,Nappanee ,United States,\N,KC03,"860","-5",A,\N,-85.934799,41.446201
"10128",Jim Hamilton L.B. Owens Airport,Columbia,United States,CUB,KCUB,"193","-4",A,\N,-80.995201,33.970501
"10129",Grove Municipal Airport,Grove,United States,\N,KGMJ,"831","-5",A,\N,-94.738602,36.6068
"10130",Mc Pherson Airport,Mc Pherson,United States,\N,KMPR,"1498","-5",A,\N,-97.691299,38.352402
"10131",Donaldson Field Airport,Greenville,United States,GDC,KGYH,"955","-4",A,\N,-82.376404,34.758301
"10132",Perry Houston County Airport,Perry,United States,\N,KPXE,"418","-4",A,\N,-83.767303,32.510601
"10133",Hartsville Regional Airport,Hartsville,United States,HVS,KHVS,"364","-5",A,\N,-80.119202,34.403099
"10134",Horace Williams Airport,Chapel Hill,United States,\N,KIGX,"512","-5",A,\N,-79.065902,35.935001
"10135",San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,SZT,MMSC,"7707","-6",N,America/Mexico_City,-92.530098,16.6903
"10137",Dunnville Airport,Dunnville,Canada,DU9,CDU9,"600","-5",A,\N,-79.595802,42.8722
"10138",Brunswick County Airport,Oak Island,United States,\N,KSUT,"24","-5",A,\N,-78.074997,33.929298
"10139",Chesterfield County Airport,Richmond,United States,\N,KFCI,"236","-4",A,\N,-77.525002,37.406502
"10140",Atherton Airport,Atherton,Australia,\N,YATN,"2450","10",O,\N,145.514999,-17.2617
"10141",Bagdarin Airport,Bagdarin,Russia,\N,UIUB,"3084","8",N,Asia/Irkutsk,113.478996,54.369202
"10142",Scarlett Martinez International Airport,Rio Hato,Panama,RIH,MPRH,"105","-5",U,\N,-80.127899,8.37588
"10144",Henderson Oxford Airport,Oxford,United States,\N,KHNZ,"526","-5",A,\N,-78.529198,36.361599
"10145",Leesburg International Airport,Leesburg,United States,LEE,KLEE,"76","-5",A,\N,-81.808701,28.823099
"10148",Semyazino Airport,Vladimir,Russia,\N,UUBL,"554","3",N,Europe/Moscow,40.314999,56.126701
"10149",Witberg Tswalu Airport,Dedeben,South Africa,\N,FATW,"3921","2",N,\N,22.481899,-27.205
"10151",Mana Pools Airport,Mana Pools,Zimbabwe,\N,FVMN,"1300","2",N,\N,29.385617,-15.768735
"10154",Pouso Alegre Airport,Pouso Alegre,Brazil,PPY,SNZA,"2904","-3",S,\N,-45.919102,-22.2892
"10155",Brigadeiro Cabral Airport,Divinopolis,Brazil,DIQ,SNDV,"2608","-3",S,\N,-44.870899,-20.1807
"10156",Yeysk Airport,Eysk,Russia,EIK,URKE,"60","3",N,Europe/Moscow,38.21,46.68
"10157",Berdyansk Airport,Berdyansk,Ukraine,ERD,UKDB,"171","2",E,\N,36.758099,46.814999
"10158",Blimbingsari Airport,Banyuwangi,Indonesia,BWX,WARB,"112","7",N,\N,114.3401,-8.31015
"10160",Erenhot Saiwusu International Airport,Erenhot,China,ERL,ZBER,"3301","8",N,\N,112.096667,43.4225
"10161",Shobdon Aerodrome,Shobdon,United Kingdom,\N,EGBS,"318","0",E,\N,-2.88111,52.241699
"10162",Chino Airport,Chino,United States,CNO,KCNO,"650","-8",A,\N,-117.637001,33.974701
"10163",Kamigoto Airport,Shin-kamigoto,Japan,\N,RJDK,"263","9",N,\N,129.192001,33.0131
"10164",Ojika Airport,Odika,Japan,\N,RJDO,"30","9",N,\N,129.089996,33.1908
"10165",Chofu Airport,Tokyo,Japan,\N,RJTF,"141","9",N,\N,139.528,35.6717
"10166",Hateruma Airport,Taketomi,Japan,HTR,RORH,"43","9",N,\N,123.806,24.058901
"10169",Madison County Airport,London,United States,\N,KUYF,"1082","-5",A,\N,-83.461998,39.932701
"10171",Las Brujas Airport,Cayo Santa Maria,Cuba,BWW,MUBR,"13","-5",A,\N,-79.147202,22.6213
"10173",Digby (General Hospital) Heliport,Tremblay-en-France,France,\N,CDG2,"105","1",E,\N,-65.761902,44.6161
"10178",Thun Airport,Thun,Switzerland,\N,LSZW,"1837","1",E,\N,7.60056,46.756401
"10184",Lavrentiya Airport,Lavrentiya,Russia,\N,UHML,"30","12",N,Asia/Anadyr,-170.996674,65.580002
"10185",Paso Robles Municipal Airport,Paso Robles,United States,PRB,KPRB,"840","-8",A,\N,-120.626999,35.672901
"10186",N 104 Helipad,Ulleung,South Korea,\N,RKDU,"476","9",N,\N,130.895556,37.479167
"10209",Beijing Daxing International Airport,Beijing,China,PKX,ZBAD,"98","8",U,\N,116.41092,39.509945
"10295",Kymi Airport,Kotka,Finland,\N,EFKY,"223","2",E,\N,26.896099,60.5714
"10360",Half Moon Bay Airport,Half Moon Bay,United States,HAF,KHAF,"66","-8",A,\N,-122.500999,37.513401
"10363",Hechi Jinchengjiang Airport,Hechi,China,HCJ,ZGHC,"2221","8",U,\N,107.6997,24.805
"10370",Kadina Airport,Kadina,Australia,\N,YKDI,"42","9.5",O,\N,137.660004,-33.9767
"10371",General WM J Fox Airfield,Lancaster,United States,WJF,KWJF,"2351","-8",A,\N,-118.219002,34.7411
"10378",Coondewanna Airport,Coondewanna,Australia,CJF,YCWA,"2300","8",N,\N,118.813004,-22.9667
"10544",Guarapari Airport,Guarapari,Brazil,GUZ,SNGA,"28","-3",S,\N,-40.491901,-20.6465
"10545",Ubatuba Airport,Ubatuba,Brazil,UBT,SDUB,"13","-3",S,\N,-45.0756,-23.441099
"10611",Ali Air Base,Nasiriyah,Iraq,\N,ORTL,"20","3",U,\N,46.090099,30.935801
"10617",Ota Air Base,Ota,Portugal,\N,LPOT,"140","1",E,\N,-8.96278,39.087502
"10618",Borroloola Airport,Borroloola,Australia,BOX,YBRL,"55","9.5",O,\N,136.302002,-16.0753
"10723",Elsenthal Grafe Airport,Elsenthal,Germany,\N,EDNF,"1417","1",E,\N,13.3675,48.822498
"10744",Newtownards Airport,Newtownards,United Kingdom,\N,EGAD,"9","0",E,\N,-5.69194,54.5811
"10745",Lashenden (Headcorn) Airfield,Headcorn,United Kingdom,\N,EGKH,"72","0",E,\N,0.641667,51.156898
"10746",Panshanger Aerodrome,Panshanger,United Kingdom,\N,EGLG,"249","0",E,\N,-0.158056,51.802502
